Пол,Сумма.баллов,ЕГЭ...матем.,ЕГЭ...рус.яз.,Аттестат.с.отличием.оценка,ГТО.оценка,Сочинение.оценка,Регион,Тип.насел..пункта,Дата.рождения,День.рождения,Месяц.рождения
МУЖСКОЙ,381,92,88,0,0,1,Тюменская обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.03.2000,5,3
МУЖСКОЙ,250,70,71,0,2,1,Орловская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,08.11.1999,8,11
МУЖСКОЙ,318,92,83,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.07.2000,7,7
МУЖСКОЙ,290,76,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,19.08.1999,19,8
МУЖСКОЙ,350,82,86,5,2,3,Новосибирская обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,20.10.1999,20,10
МУЖСКОЙ,262,76,88,0,0,3,Рязанская обл,ГОРОД,08.07.1999,8,7
МУЖСКОЙ,338,86,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.12.1999,8,12
МУЖСКОЙ,349,86,91,0,0,1,Московская обл,ГОРОД,04.06.1999,4,6
ЖЕНСКИЙ,287,84,73,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,09.06.1999,9,6
ЖЕНСКИЙ,279,80,76,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,22.08.1999,22,8
МУЖСКОЙ,296,92,76,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,09.06.1999,9,6
МУЖСКОЙ,308,80,98,0,0,2,Чувашская Респ,ГОРОД,13.08.1998,13,8
ЖЕНСКИЙ,303,84,86,5,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.06.1999,18,6
МУЖСКОЙ,314,80,78,0,0,2,Самарская обл,ГОРОД,16.12.1999,16,12
ЖЕНСКИЙ,318,80,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.06.1999,15,6
ЖЕНСКИЙ,278,68,83,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,26.02.1999,26,2
МУЖСКОЙ,315,86,76,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.04.1999,5,4
ЖЕНСКИЙ,377,99,83,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.08.1999,14,8
МУЖСКОЙ,322,84,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,12.05.1999,12,5
МУЖСКОЙ,388,86,98,5,0,1,Красноярский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.07.1999,28,7
МУЖСКОЙ,325,86,86,5,0,3,Татарстан Респ,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.06.1999,4,6
ЖЕНСКИЙ,277,72,88,0,0,1,Амурская обл,ГОРОД,15.04.1999,15,4
МУЖСКОЙ,340,94,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,11.02.2000,11,2
МУЖСКОЙ,335,90,98,0,0,2,Амурская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.07.1999,16,7
МУЖСКОЙ,279,78,71,0,0,1,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.03.1999,5,3
МУЖСКОЙ,377,82,93,5,0,1,Калининградская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,06.08.1999,6,8
МУЖСКОЙ,339,90,73,5,0,2,Московская обл,ГОРОД,08.08.1999,8,8
МУЖСКОЙ,303,86,93,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.07.1999,5,7
ЖЕНСКИЙ,329,80,91,0,2,1,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.11.1999,5,11
МУЖСКОЙ,373,90,86,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.02.1999,4,2
ЖЕНСКИЙ,266,78,70,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.06.1999,17,6
МУЖСКОЙ,331,82,87,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.12.1997,30,12
МУЖСКОЙ,350,88,76,0,0,1,Владимирская обл,ГОРОД,02.04.1999,2,4
МУЖСКОЙ,284,82,73,0,0,2,Нижегородская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.06.1999,29,6
МУЖСКОЙ,338,94,78,0,0,1,Нижегородская обл,ГОРОД,22.05.1999,22,5
ЖЕНСКИЙ,281,62,88,5,2,2,Московская обл,ГОРОД,10.08.1999,10,8
МУЖСКОЙ,348,84,71,5,2,1,Ивановская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.12.1999,14,12
МУЖСКОЙ,311,78,88,0,0,1,Рязанская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,03.05.1999,3,5
МУЖСКОЙ,367,90,83,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.11.1999,4,11
МУЖСКОЙ,371,92,91,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.01.2000,25,1
ЖЕНСКИЙ,358,96,91,5,0,2,Саратовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,11.02.1999,11,2
МУЖСКОЙ,305,74,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.09.1999,29,9
МУЖСКОЙ,333,82,98,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,27.05.1999,27,5
МУЖСКОЙ,384,94,88,0,0,2,Нижегородская обл,ГОРОД,21.04.1999,21,4
МУЖСКОЙ,345,78,91,5,0,1,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.10.1999,2,10
МУЖСКОЙ,303,86,93,0,0,2,Дагестан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.11.1998,20,11
ЖЕНСКИЙ,316,80,100,5,0,2,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,15.09.1999,15,9
МУЖСКОЙ,326,96,69,5,0,2,Марий Эл Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,12.11.1999,12,11
МУЖСКОЙ,299,84,91,0,0,2,Оренбургская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,03.08.1999,3,8
МУЖСКОЙ,374,86,93,5,0,3,Краснодарский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.02.1999,1,2
ЖЕНСКИЙ,366,84,86,5,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.01.1999,2,1
МУЖСКОЙ,307,80,87,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.03.1998,29,3
МУЖСКОЙ,289,80,76,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.09.1999,5,9
МУЖСКОЙ,376,90,96,0,0,1,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.12.1999,16,12
ЖЕНСКИЙ,317,80,91,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.05.2000,8,5
МУЖСКОЙ,369,88,83,0,2,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.09.1999,17,9
ЖЕНСКИЙ,315,84,96,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.01.2000,4,1
МУЖСКОЙ,381,86,93,0,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.09.1999,5,9
МУЖСКОЙ,362,80,81,5,0,2,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.10.1999,26,10
ЖЕНСКИЙ,360,88,81,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,19.11.1998,19,11
МУЖСКОЙ,304,82,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.11.1999,24,11
МУЖСКОЙ,355,88,91,5,2,2,Московская обл,ГОРОД,12.05.1999,12,5
МУЖСКОЙ,327,76,87,0,0,1,Краснодарский край,ГОРОД,18.09.1997,18,9
МУЖСКОЙ,360,84,81,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.05.1999,30,5
ЖЕНСКИЙ,285,82,86,5,0,2,Московская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,31.10.1999,31,10
МУЖСКОЙ,357,90,83,5,2,3,Тульская обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.12.1999,23,12
МУЖСКОЙ,337,78,78,0,0,1,Ивановская обл,ГОРОД,07.05.1998,7,5
МУЖСКОЙ,268,70,86,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,21.10.1999,21,10
ЖЕНСКИЙ,335,86,96,5,0,3,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,23.08.1999,23,8
МУЖСКОЙ,367,90,88,0,0,2,Московская обл,ГОРОД,26.12.1999,26,12
МУЖСКОЙ,364,92,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.05.1999,6,5
МУЖСКОЙ,305,80,83,0,0,2,Татарстан Респ,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,06.08.1999,6,8
ЖЕНСКИЙ,323,86,86,5,0,2,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.06.1999,2,6
ЖЕНСКИЙ,297,76,86,5,0,1,Воронежская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,14.01.2000,14,1
МУЖСКОЙ,349,86,88,5,0,2,Волгоградская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.07.1999,5,7
ЖЕНСКИЙ,313,90,88,5,2,1,Нижегородская обл,ГОРОД,27.12.1999,27,12
МУЖСКОЙ,292,78,91,5,0,2,Московская обл,ГОРОД,15.05.1999,15,5
МУЖСКОЙ,351,84,88,5,0,1,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.02.2001,26,2
ЖЕНСКИЙ,291,70,83,0,0,2,Московская обл,ГОРОД,01.08.1999,1,8
МУЖСКОЙ,275,72,65,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.01.1999,30,1
ЖЕНСКИЙ,364,84,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,09.10.1998,9,10
МУЖСКОЙ,214,45,83,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.12.1998,5,12
МУЖСКОЙ,309,78,88,5,2,1,Московская обл,ГОРОД,25.03.2000,25,3
МУЖСКОЙ,382,88,96,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.06.1999,16,6
МУЖСКОЙ,318,86,72,5,2,1,Московская обл,ГОРОД,20.09.1999,20,9
МУЖСКОЙ,382,99,83,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.06.1999,28,6
ЖЕНСКИЙ,338,80,100,5,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.02.1997,18,2
МУЖСКОЙ,349,82,88,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.04.1999,13,4
ЖЕНСКИЙ,358,82,86,5,0,2,Чувашская Респ,ГОРОД,04.08.1999,4,8
МУЖСКОЙ,341,80,73,5,2,1,Ставропольский край,ГОРОД,09.08.2000,9,8
МУЖСКОЙ,339,88,91,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,12.12.1988,12,12
МУЖСКОЙ,375,90,91,0,0,2,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,22.02.1999,22,2
МУЖСКОЙ,346,98,100,0,0,2,Калужская обл,ГОРОД,03.08.1999,3,8
МУЖСКОЙ,281,92,81,5,0,2,Ростовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,11.01.2000,11,1
МУЖСКОЙ,295,85,87,0,0,2,Мурманская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.02.1996,2,2
МУЖСКОЙ,297,88,86,0,0,2,Нижегородская обл,ГОРОД,05.01.1999,5,1
ЖЕНСКИЙ,346,84,96,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.10.1999,6,10
ЖЕНСКИЙ,303,88,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.10.1998,15,10
ЖЕНСКИЙ,355,96,91,0,0,2,Московская обл,ГОРОД,18.09.1998,18,9
ЖЕНСКИЙ,317,82,86,0,0,2,Пензенская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.03.2000,17,3
ЖЕНСКИЙ,307,68,83,0,0,2,Владимирская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.06.1999,10,6
МУЖСКОЙ,366,92,93,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.02.2000,6,2
МУЖСКОЙ,324,94,71,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,03.10.1999,3,10
ЖЕНСКИЙ,290,76,83,0,0,3,Башкортостан Респ,ГОРОД,14.10.1999,14,10
МУЖСКОЙ,325,80,84,5,0,0,Башкортостан Респ,ГОРОД,17.10.1997,17,10
МУЖСКОЙ,336,92,78,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,10.03.2000,10,3
МУЖСКОЙ,300,82,91,0,0,3,Московская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.06.1999,30,6
ЖЕНСКИЙ,312,76,96,5,0,2,Московская обл,ГОРОД,07.12.1999,7,12
МУЖСКОЙ,307,86,91,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.05.1999,17,5
МУЖСКОЙ,302,84,73,0,0,1,Московская обл,ГОРОД,06.10.1997,6,10
МУЖСКОЙ,379,88,93,5,2,2,Московская обл,ГОРОД,29.04.1999,29,4
ЖЕНСКИЙ,327,90,88,5,0,1,Брянская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.07.1999,30,7
МУЖСКОЙ,324,82,83,0,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.08.2000,21,8
ЖЕНСКИЙ,305,80,88,0,0,0,Московская обл,ГОРОД,25.01.2000,25,1
МУЖСКОЙ,279,74,71,0,0,1,Московская обл,ГОРОД,07.12.1999,7,12
МУЖСКОЙ,298,82,88,0,0,1,Московская обл,ГОРОД,21.05.1999,21,5
МУЖСКОЙ,280,82,72,0,0,2,Калужская обл,ГОРОД,08.10.1999,8,10
МУЖСКОЙ,332,76,96,0,0,2,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,26.09.1999,26,9
МУЖСКОЙ,336,72,93,0,0,2,Калужская обл,ГОРОД,28.03.2000,28,3
МУЖСКОЙ,276,72,69,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,20.04.2000,20,4
МУЖСКОЙ,275,76,93,0,0,2,Московская обл,ГОРОД,15.10.1999,15,10
ЖЕНСКИЙ,358,82,93,5,0,2,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,31.10.1999,31,10
МУЖСКОЙ,325,74,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,11.11.1999,11,11
ЖЕНСКИЙ,318,80,78,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.04.2000,29,4
ЖЕНСКИЙ,359,96,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.08.1999,13,8
ЖЕНСКИЙ,364,88,98,5,2,2,Кировская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,02.03.1999,2,3
МУЖСКОЙ,355,88,93,0,0,2,Нижегородская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.05.1999,22,5
МУЖСКОЙ,339,84,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,21.11.1999,21,11
ЖЕНСКИЙ,336,96,81,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.04.2000,24,4
МУЖСКОЙ,398,100,91,5,0,2,Оренбургская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.01.1999,21,1
ЖЕНСКИЙ,361,94,96,0,0,0,Оренбургская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.06.1999,20,6
ЖЕНСКИЙ,242,68,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.07.1998,18,7
ЖЕНСКИЙ,326,84,76,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.08.1999,13,8
ЖЕНСКИЙ,306,78,91,5,0,2,Смоленская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.08.1999,7,8
ЖЕНСКИЙ,284,80,91,5,0,2,Ростовская обл,ГОРОД,22.04.1998,22,4
МУЖСКОЙ,377,90,88,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,31.10.1999,31,10
МУЖСКОЙ,249,74,70,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,10.05.2000,10,5
МУЖСКОЙ,320,80,96,0,0,0,Красноярский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,21.03.1999,21,3
МУЖСКОЙ,339,84,76,5,0,0,Ставропольский край,ГОРОД,23.12.1999,23,12
ЖЕНСКИЙ,287,82,78,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.09.1999,8,9
МУЖСКОЙ,332,84,81,0,0,0,Оренбургская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,09.12.1999,9,12
ЖЕНСКИЙ,362,86,96,5,0,2,Ростовская обл,ГОРОД,26.07.1999,26,7
МУЖСКОЙ,353,92,88,0,0,3,Челябинская обл,ГОРОД,05.01.1999,5,1
МУЖСКОЙ,333,98,81,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,21.12.1999,21,12
МУЖСКОЙ,321,90,98,5,0,3,Татарстан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,09.07.1999,9,7
МУЖСКОЙ,330,84,93,5,0,1,Оренбургская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.09.1999,5,9
ЖЕНСКИЙ,293,80,88,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.04.1998,14,4
МУЖСКОЙ,314,80,78,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,02.10.1999,2,10
МУЖСКОЙ,281,74,78,0,0,1,Нижегородская обл,ГОРОД,14.09.1998,14,9
МУЖСКОЙ,378,96,88,5,0,2,Марий Эл Респ,ГОРОД,07.04.1999,7,4
МУЖСКОЙ,358,98,93,5,0,2,Иркутская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,27.02.1999,27,2
ЖЕНСКИЙ,373,92,96,5,0,2,Архангельская обл,ГОРОД,26.11.1999,26,11
ЖЕНСКИЙ,285,84,88,0,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.01.1999,8,1
МУЖСКОЙ,291,82,78,0,0,1,Астраханская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,03.04.2000,3,4
МУЖСКОЙ,361,88,88,5,0,1,Ханты-Мансийский  АО,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,13.05.1999,13,5
МУЖСКОЙ,221,NA,NA,0,0,0,другие регионы Казахстана,ГОРОД,01.11.1999,1,11
МУЖСКОЙ,367,78,91,0,0,2,Пензенская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.08.1999,20,8
МУЖСКОЙ,290,78,73,0,0,2,Коми Респ,ГОРОД,20.03.1999,20,3
ЖЕНСКИЙ,274,84,91,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,20.07.1999,20,7
ЖЕНСКИЙ,251,56,83,5,2,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.06.1999,14,6
МУЖСКОЙ,334,80,86,5,0,2,Московская обл,ГОРОД,05.03.2000,5,3
МУЖСКОЙ,358,88,88,0,0,1,Хабаровский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.10.1998,17,10
ЖЕНСКИЙ,309,84,86,5,2,2,Кировская обл,ГОРОД,16.05.1999,16,5
МУЖСКОЙ,327,80,76,5,0,1,Кировская обл,ГОРОД,22.05.1999,22,5
ЖЕНСКИЙ,339,88,88,5,2,2,Смоленская обл,ГОРОД,24.02.2000,24,2
МУЖСКОЙ,332,90,81,0,2,0,Краснодарский край,ГОРОД,09.12.1999,9,12
ЖЕНСКИЙ,332,84,100,5,0,3,Московская обл,ГОРОД,14.10.1999,14,10
ЖЕНСКИЙ,313,82,83,0,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,08.12.1999,8,12
МУЖСКОЙ,329,76,91,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.05.2000,24,5
ЖЕНСКИЙ,328,92,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,19.01.2000,19,1
ЖЕНСКИЙ,355,84,93,5,0,2,Челябинская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,17.11.1998,17,11
МУЖСКОЙ,307,84,88,0,0,1,Оренбургская обл,ГОРОД,02.02.1999,2,2
МУЖСКОЙ,323,84,91,0,0,1,Московская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,10.01.2000,10,1
МУЖСКОЙ,304,82,93,0,0,2,Ярославская обл,ГОРОД,14.09.1999,14,9
ЖЕНСКИЙ,318,78,71,5,0,2,Тульская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,13.04.1999,13,4
ЖЕНСКИЙ,385,98,93,5,0,2,Ярославская обл,ГОРОД,22.06.1999,22,6
ЖЕНСКИЙ,349,92,72,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.08.2000,15,8
МУЖСКОЙ,321,76,98,0,0,1,Новгородская обл,ГОРОД,07.01.2000,7,1
МУЖСКОЙ,313,86,73,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.08.1999,30,8
МУЖСКОЙ,321,92,81,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.01.1999,23,1
ЖЕНСКИЙ,359,94,95,5,0,0,Тамбовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.05.1995,22,5
МУЖСКОЙ,327,94,98,0,2,2,Ярославская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,24.05.1999,24,5
МУЖСКОЙ,356,92,83,0,0,1,Самарская обл,ГОРОД,08.08.1999,8,8
ЖЕНСКИЙ,302,80,76,5,0,1,Московская обл,ГОРОД,03.03.1999,3,3
ЖЕНСКИЙ,321,88,98,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,10.01.2000,10,1
ЖЕНСКИЙ,331,74,96,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.01.1999,29,1
МУЖСКОЙ,311,84,91,0,0,2,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.07.1999,20,7
ЖЕНСКИЙ,313,68,96,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.04.1999,6,4
МУЖСКОЙ,322,80,81,5,0,1,Самарская обл,ГОРОД,16.06.1999,16,6
ЖЕНСКИЙ,296,86,93,5,0,2,Челябинская обл,ГОРОД,15.09.1999,15,9
ЖЕНСКИЙ,346,94,83,0,0,2,Челябинская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.08.1999,30,8
ЖЕНСКИЙ,327,80,98,5,0,2,Оренбургская обл,ГОРОД,23.10.1999,23,10
ЖЕНСКИЙ,306,70,91,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,04.09.2000,4,9
ЖЕНСКИЙ,315,88,93,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.05.2000,23,5
МУЖСКОЙ,320,88,78,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.06.1999,14,6
МУЖСКОЙ,322,84,81,0,2,2,Курская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.10.1999,26,10
МУЖСКОЙ,308,84,86,0,0,1,Ульяновская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.04.1999,26,4
ЖЕНСКИЙ,349,88,98,5,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.07.1999,22,7
МУЖСКОЙ,318,80,96,0,2,2,Московская обл,ГОРОД,29.02.2000,29,2
МУЖСКОЙ,362,99,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.11.1999,28,11
ЖЕНСКИЙ,286,84,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,01.02.1999,1,2
